5.750000000000E+02 0.75 1.366179600626E+04  1.769045401265E+02  0.000000000000E+00  5964
6.250000000000E+02 0.75 1.162764529306E+04  1.632040636838E+02  0.000000000000E+00  5076
6.750000000000E+02 0.75 9.797367793224E+03  1.498096490570E+02  0.000000000000E+00  4277
7.250000000000E+02 0.75 8.503116494844E+03  1.395642368911E+02  0.000000000000E+00  3712
7.750000000000E+02 0.75 7.119527496221E+03  1.277058131042E+02  0.000000000000E+00  3108
8.100000000000E+02 0.75 5.296809340255E+04  3.483310998871E+02  0.000000000000E+00  23123

2.500000000000E+01 1.25 3.124528798213E+03  8.460136041410E+01  0.000000000000E+00  1364
7.500000000000E+01 1.25 4.462509755486E+05  1.011054741051E+03  0.000000000000E+00  194809
1.250000000000E+02 1.25 4.977484329646E+04  3.376680979296E+02  0.000000000000E+00  21729
1.750000000000E+02 1.25 6.299453222204E+04  3.798713222262E+02  0.000000000000E+00  27500
2.250000000000E+02 1.25 6.620610801023E+04  3.894342191783E+02  0.000000000000E+00  28902
2.750000000000E+02 1.25 6.232106340483E+04  3.778352809343E+02  0.000000000000E+00  27206
3.250000000000E+02 1.25 5.575359708190E+04  3.573728263500E+02  0.000000000000E+00  24339
3.750000000000E+02 1.25 4.818738108446E+04  3.322398657279E+02  0.000000000000E+00  21036
4.250000000000E+02 1.25 4.135648308133E+04  3.077916831564E+02  0.000000000000E+00  18054
4.750000000000E+02 1.25 3.505244843860E+04  2.833637298037E+02  0.000000000000E+00  15302
5.250000000000E+02 1.25 3.041605086706E+04  2.639590117225E+02  0.000000000000E+00  13278
5.750000000000E+02 1.25 2.587586312655E+04  2.434627388701E+02  0.000000000000E+00  11296
6.250000000000E+02 1.25 2.240314636842E+04  2.265372316003E+02  0.000000000000E+00  9780
6.750000000000E+02 1.25 1.908390719788E+04  2.090830028220E+02  0.000000000000E+00  8331
7.250000000000E+02 1.25 1.665804502977E+04  1.953426597159E+02  0.000000000000E+00  7272
7.750000000000E+02 1.25 1.438336973899E+04  1.815162049850E+02  0.000000000000E+00  6279
8.100000000000E+02 1.25 1.058949540204E+05  4.925186879032E+02  0.000000000000E+00  46228

2.500000000000E+01 1.75 0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0
7.500000000000E+01 1.75 8.417673002048E+04  4.391178649651E+02  0.000000000000E+00  36747
1.250000000000E+02 1.75 3.453703862951E+04  2.812727303332E+02  0.000000000000E+00  15077
1.750000000000E+02 1.75 6.650160963411E+04  3.903023439200E+02  0.000000000000E+00  29031
2.250000000000E+02 1.75 8.730125881869E+04  4.471933469043E+02  0.000000000000E+00  38111
2.750000000000E+02 1.75 9.127105970381E+04  4.572478027760E+02  0.000000000000E+00  39844
3.250000000000E+02 1.75 8.895286091804E+04  4.514036235944E+02  0.000000000000E+00  38832
3.750000000000E+02 1.75 8.254116289297E+04  4.348308739353E+02  0.000000000000E+00  36033
4.250000000000E+02 1.75 7.340581036564E+04  4.100627307381E+02  0.000000000000E+00  32045
4.750000000000E+02 1.75 6.485687966555E+04  3.854456120534E+02  0.000000000000E+00  28313
5.250000000000E+02 1.75 5.721277951919E+04  3.620192000399E+02  0.000000000000E+00  24976
5.750000000000E+02 1.75 4.958700505493E+04  3.370303567512E+02  0.000000000000E+00  21647
6.250000000000E+02 1.75 4.282482835967E+04  3.132080360054E+02  0.000000000000E+00  18695
6.750000000000E+02 1.75 3.702704068498E+04  2.912356813502E+02  0.000000000000E+00  16164
7.250000000000E+02 1.75 3.236315459029E+04  2.722767165049E+02  0.000000000000E+00  14128
7.750000000000E+02 1.75 2.797644443737E+04  2.531519867279E+02  0.000000000000E+00  12213
8.100000000000E+02 1.75 2.108323911505E+05  6.949503018933E+02  0.000000000000E+00  92038

2.500000000000E+01 2.25 0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0
7.500000000000E+01 2.25 2.654933194376E+03  7.798514419379E+01  0.000000000000E+00  1159
1.250000000000E+02 2.25 1.415888013325E+04  1.800941199163E+02  0.000000000000E+00  6181
1.750000000000E+02 2.25 4.783003028350E+04  3.310056513592E+02  0.000000000000E+00  20880
2.250000000000E+02 2.25 8.294432789919E+04  4.358915268098E+02  0.000000000000E+00  36209
2.750000000000E+02 2.25 1.058353955535E+05  4.923801648551E+02  0.000000000000E+00  46202
3.250000000000E+02 2.25 1.133031110097E+05  5.094551983996E+02  0.000000000000E+00  49462
3.750000000000E+02 2.25 1.140750803682E+05  5.111877906487E+02  0.000000000000E+00  49799
4.250000000000E+02 2.25 1.067470982381E+05  4.944963836456E+02  0.000000000000E+00  46600
4.750000000000E+02 2.25 9.955197730318E+04  4.775402978517E+02  0.000000000000E+00  43459
5.250000000000E+02 2.25 9.135581598353E+04  4.574600586098E+02  0.000000000000E+00  39881
5.750000000000E+02 2.25 8.129501651010E+04  4.315360108026E+02  0.000000000000E+00  35489
6.250000000000E+02 2.25 7.112655365434E+04  4.036462887240E+02  0.000000000000E+00  31050
6.750000000000E+02 2.25 6.381460649606E+04  3.823359439099E+02  0.000000000000E+00  27858
7.250000000000E+02 2.25 5.687833582084E+04  3.609595373244E+02  0.000000000000E+00  24830
7.750000000000E+02 2.25 5.015739191032E+04  3.389632021255E+02  0.000000000000E+00  21896
8.100000000000E+02 2.25 4.014423921018E+05  9.589516189284E+02  0.000000000000E+00  175248

2.500000000000E+01 2.75 0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0
7.500000000000E+01 2.75 0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0
1.250000000000E+02 2.75 2.700747399628E+03  7.865513196907E+01  0.000000000000E+00  1179
1.750000000000E+02 2.75 2.198165568010E+04  2.243960878798E+02  0.000000000000E+00  9596
2.250000000000E+02 2.75 5.354306167847E+04  3.502165628277E+02  0.000000000000E+00  23374
2.750000000000E+02 2.75 8.536789935704E+04  4.422138884695E+02  0.000000000000E+00  37267
3.250000000000E+02 2.75 1.090103199775E+05  4.997109751684E+02  0.000000000000E+00  47588
3.750000000000E+02 2.75 1.222231367723E+05  5.291292788475E+02  0.000000000000E+00  53356
4.250000000000E+02 2.75 1.264701135992E+05  5.382437989760E+02  0.000000000000E+00  55210
4.750000000000E+02 2.75 1.268916042875E+05  5.391399634431E+02  0.000000000000E+00  55394
5.250000000000E+02 2.75 1.200217642100E+05  5.243425283278E+02  0.000000000000E+00  52395
5.750000000000E+02 2.75 1.132252268608E+05  5.092800694678E+02  0.000000000000E+00  49428
6.250000000000E+02 2.75 1.046304819554E+05  4.895693197065E+02  0.000000000000E+00  45676
6.750000000000E+02 2.75 9.571503761329E+04  4.682471771913E+02  0.000000000000E+00  41784
7.250000000000E+02 2.75 8.650409164730E+04  4.451469538196E+02  0.000000000000E+00  37763
7.750000000000E+02 2.75 7.815674345032E+04  4.231246321291E+02  0.000000000000E+00  34119
8.100000000000E+02 2.75 6.948182368542E+05  1.261597109153E+03  0.000000000000E+00  303320

2.500000000000E+01 3.25 0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0
7.500000000000E+01 3.25 0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0
1.250000000000E+02 3.25 8.475627971692E+01  1.393384655323E+01  0.000000000000E+00  37
1.750000000000E+02 3.25 4.904410672268E+03  1.059933198794E+02  0.000000000000E+00  2141
2.250000000000E+02 3.25 2.180756170014E+04  2.235057166813E+02  0.000000000000E+00  9520
2.750000000000E+02 3.25 4.766280843432E+04  3.304265189505E+02  0.000000000000E+00  20807
3.250000000000E+02 3.25 7.345162457090E+04  4.101906754310E+02  0.000000000000E+00  32065
3.750000000000E+02 3.25 9.741703533842E+04  4.723920009944E+02  0.000000000000E+00  42527
4.250000000000E+02 3.25 1.132504246736E+05  5.093367354175E+02  0.000000000000E+00  49439
4.750000000000E+02 3.25 1.228897334588E+05  5.305702343746E+02  0.000000000000E+00  53647
5.250000000000E+02 3.25 1.259684480517E+05  5.371752197543E+02  0.000000000000E+00  54991
5.750000000000E+02 3.25 1.264678228890E+05  5.382389244403E+02  0.000000000000E+00  55209
6.250000000000E+02 3.25 1.234738645757E+05  5.318297178126E+02  0.000000000000E+00  53902
6.750000000000E+02 3.25 1.177722867321E+05  5.194056082380E+02  0.000000000000E+00  51413
7.250000000000E+02 3.25 1.117339744798E+05  5.059151727552E+02  0.000000000000E+00  48777
7.750000000000E+02 3.25 1.034599290112E+05  4.868230902039E+02  0.000000000000E+00  45165
8.100000000000E+02 3.25 1.085634024049E+06  1.576982244775E+03  0.000000000000E+00  473929

2.500000000000E+01 3.75 0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0
7.500000000000E+01 3.75 0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0
1.250000000000E+02 3.75 0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0
1.750000000000E+02 3.75 1.580590081207E+02  1.902806853051E+01  0.000000000000E+00  69
2.250000000000E+02 3.75 4.661595384431E+03  1.033361717275E+02  0.000000000000E+00  2035
2.750000000000E+02 3.75 1.635567127510E+04  1.935616285370E+02  0.000000000000E+00  7140
3.250000000000E+02 3.75 3.420717635170E+04  2.799262937347E+02  0.000000000000E+00  14933
3.750000000000E+02 3.75 5.333689775483E+04  3.495416699955E+02  0.000000000000E+00  23284
4.250000000000E+02 3.75 7.261551532504E+04  4.078493670221E+02  0.000000000000E+00  31700
4.750000000000E+02 3.75 8.930792100875E+04  4.523036272105E+02  0.000000000000E+00  38987
5.250000000000E+02 3.75 1.013089520746E+05  4.817358780622E+02  0.000000000000E+00  44226
5.750000000000E+02 3.75 1.091569254343E+05  5.000468871298E+02  0.000000000000E+00  47652
6.250000000000E+02 3.75 1.129388880779E+05  5.086356947450E+02  0.000000000000E+00  49303
6.750000000000E+02 3.75 1.153716223768E+05  5.140845838901E+02  0.000000000000E+00  50365
7.250000000000E+02 3.75 1.134016115510E+05  5.096765988126E+02  0.000000000000E+00  49505
7.750000000000E+02 3.75 1.122081515042E+05  5.069875385055E+02  0.000000000000E+00  48984
8.100000000000E+02 3.75 1.490741552591E+06  1.847933162584E+03  0.000000000000E+00  650777

2.500000000000E+01 4.25 0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0
7.500000000000E+01 4.25 0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0
1.250000000000E+02 4.25 0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0
1.750000000000E+02 4.25 0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0
2.250000000000E+02 4.25 8.246556945430E+01  1.374426157572E+01  0.000000000000E+00  36
2.750000000000E+02 4.25 2.480839214417E+03  7.538490464525E+01  0.000000000000E+00  1083
3.250000000000E+02 4.25 9.366714263851E+03  1.464801300219E+02  0.000000000000E+00  4089
3.750000000000E+02 4.25 1.950539788621E+04  2.113793157204E+02  0.000000000000E+00  8515
4.250000000000E+02 4.25 3.265865621417E+04  2.735169445448E+02  0.000000000000E+00  14257
4.750000000000E+02 4.25 4.605702054023E+04  3.248126992855E+02  0.000000000000E+00  20106
5.250000000000E+02 4.25 5.903389417797E+04  3.677357029658E+02  0.000000000000E+00  25771
5.750000000000E+02 4.25 7.051493401422E+04  4.019070576815E+02  0.000000000000E+00  30783
6.250000000000E+02 4.25 8.002138160409E+04  4.281422661562E+02  0.000000000000E+00  34933
6.750000000000E+02 4.25 8.746848066786E+04  4.476214319282E+02  0.000000000000E+00  38184
7.250000000000E+02 4.25 9.267526509480E+04  4.607517562023E+02  0.000000000000E+00  40457
7.750000000000E+02 4.25 9.599679497560E+04  4.689358628096E+02  0.000000000000E+00  41907
8.100000000000E+02 4.25 1.781192160352E+06  2.019949296721E+03  0.000000000000E+00  777572

2.500000000000E+01 4.75 0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0
7.500000000000E+01 4.75 0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0
1.250000000000E+02 4.75 0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0
1.750000000000E+02 4.75 0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0
2.250000000000E+02 4.75 0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0
2.750000000000E+02 4.75 4.581420525239E+00  3.239553520864E+00  0.000000000000E+00  2
3.250000000000E+02 4.75 6.711781069475E+02  3.921064367783E+01  0.000000000000E+00  293
3.750000000000E+02 4.75 3.873591054089E+03  9.419806144923E+01  0.000000000000E+00  1691
4.250000000000E+02 4.75 8.592454195086E+03  1.402954846236E+02  0.000000000000E+00  3751
4.750000000000E+02 4.75 1.517595548985E+04  1.864503070141E+02  0.000000000000E+00  6625
5.250000000000E+02 4.75 2.276966001044E+04  2.283827792595E+02  0.000000000000E+00  9940
5.750000000000E+02 4.75 3.130484644896E+04  2.677878507893E+02  0.000000000000E+00  13666
6.250000000000E+02 4.75 3.991104490562E+04  3.023650776084E+02  0.000000000000E+00  17423
6.750000000000E+02 4.75 4.816447398184E+04  3.321608869867E+02  0.000000000000E+00  21026
7.250000000000E+02 4.75 5.491977854630E+04  3.546904288767E+02  0.000000000000E+00  23975
7.750000000000E+02 4.75 6.128108094560E+04  3.746694556892E+02  0.000000000000E+00  26752
8.100000000000E+02 4.75 1.836647965103E+06  2.051152930032E+03  0.000000000000E+00  801781

#2.500000000000E+01 5.25 0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0
#7.500000000000E+01 5.25 0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0
#1.250000000000E+02 5.25 0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0
#1.750000000000E+02 5.25 0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0
#2.250000000000E+02 5.25 0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0
#2.750000000000E+02 5.25 0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0
#3.250000000000E+02 5.25 0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0
#3.750000000000E+02 5.25 3.665136420191E+01  9.162841050478E+00  0.000000000000E+00  16
#4.250000000000E+02 5.25 8.269464048056E+02  4.352349498977E+01  0.000000000000E+00  361
#4.750000000000E+02 5.25 2.680131007265E+03  7.835434642383E+01  0.000000000000E+00  1170
#5.250000000000E+02 5.25 5.857346141518E+03  1.158338591177E+02  0.000000000000E+00  2557
#5.750000000000E+02 5.25 1.001727597844E+04  1.514816057721E+02  0.000000000000E+00  4373
#6.250000000000E+02 5.25 1.614263522068E+04  1.922969062823E+02  0.000000000000E+00  7047
#6.750000000000E+02 5.25 2.267574088967E+04  2.279112817929E+02  0.000000000000E+00  9899
#7.250000000000E+02 5.25 2.987544324508E+04  2.616027225428E+02  0.000000000000E+00  13042
#7.750000000000E+02 5.25 3.764095103536E+04  2.936401076683E+02  0.000000000000E+00  16432
#8.100000000000E+02 5.25 4.656665775934E+06  3.266048389481E+03  0.000000000000E+00  2032848
