

Mjj_Dyjj
############################################################
#Dyjj	        Mjj	        d2sigma/dXdY	err        #
############################################################
4.250000e+00	2.250000e+02	1.036176e-05	3.453921e-06
4.250000e+00	2.750000e+02	2.578928e-04	1.723119e-05
4.250000e+00	3.250000e+02	9.544336e-04	3.314885e-05
4.250000e+00	3.750000e+02	1.961827e-03	4.752542e-05
4.250000e+00	4.250000e+02	3.168397e-03	6.039701e-05
4.250000e+00	4.750000e+02	4.547663e-03	7.235853e-05
4.250000e+00	5.250000e+02	5.915416e-03	8.252551e-05
4.250000e+00	5.750000e+02	6.915902e-03	8.923187e-05
4.250000e+00	6.250000e+02	8.049939e-03	9.627021e-05
4.250000e+00	6.750000e+02	8.559968e-03	9.927312e-05
4.250000e+00	7.250000e+02	9.212760e-03	1.029889e-04
4.250000e+00	7.750000e+02	9.464896e-03	1.043887e-04
4.750000e+00	2.500000e+01	0.000000e+00	0.000000e+00
4.750000e+00	7.500000e+01	0.000000e+00	0.000000e+00
4.750000e+00	1.250000e+02	0.000000e+00	0.000000e+00
4.750000e+00	1.750000e+02	0.000000e+00	0.000000e+00
4.750000e+00	2.250000e+02	0.000000e+00	0.000000e+00
4.750000e+00	2.750000e+02	3.453921e-06	1.994122e-06
4.750000e+00	3.250000e+02	5.871666e-05	8.221977e-06
4.750000e+00	3.750000e+02	3.453921e-04	1.994122e-05
4.750000e+00	4.250000e+02	8.128228e-04	3.059099e-05
4.750000e+00	4.750000e+02	1.558870e-03	4.236435e-05
4.750000e+00	5.250000e+02	2.255411e-03	5.095753e-05
4.750000e+00	5.750000e+02	3.098167e-03	5.972388e-05
4.750000e+00	6.250000e+02	3.983523e-03	6.772192e-05
4.750000e+00	6.750000e+02	4.796345e-03	7.431061e-05
4.750000e+00	7.250000e+02	5.551603e-03	7.994748e-05
4.750000e+00	7.750000e+02	6.116895e-03	8.391915e-05

#overflow Dyjj < 5, Mjj > 800   0.768652        0.000543507
#overflow Mjj < 800, Dyjj > 5   0.0124848       8.82788e-06
#overflow Dyjj > 5, Mjj > 800   0.465036        0.000328823
